file_path,qualified_name,kind,start_line,end_line,line_range,intended_function,suggestion,notes,executed_lines,total_lines,coverage_ratio,is_async,is_dunder,decorators,code_snippet
src/workflows/ingestion/discovery/service.py,FileDiscoveryService.last_visited_dirs,method,292,293,292-293,general purpose,investigate,"property, function-or-method-not-executed",0,2,0.00%,False,False,property,"def last_visited_dirs(self) -> int:
        return self._last_visited_dirs"
src/workflows/ingestion/discovery/service.py,FileDiscoveryService.get_optimization_stats,method,295,316,295-316,data retrieval,consider_delete,function-or-method-not-executed,0,22,0.00%,False,False,,"def get_optimization_stats(self) -> dict:
        """"""
        Get comprehensive optimization statistics.

        Returns:
            Dictionary with cache stats, path tree stats, and performance metrics
        """"""
        cache_stats = self.get_cache_stats()
        scan_stats = self.scanner.get_scan_stats()

        return {
            'cache': cache_stats,
            'path_optimization': {
                'visited_skipped': scan_stats['paths_skipped_visited'],
                'excluded_skipped': scan_stats['paths_skipped_excluded'],
                'total_avoided': (
                    scan_stats['paths_skipped_visited'] +
                    scan_stats['paths_skipped_excluded']
                ),
                'tree_stats': scan_stats['path_tree']
            }
        }"
src/workflows/ingestion/discovery/service.py,FileDiscoveryService.discover_resumable,method,320,441,320-441,general purpose,consider_delete,function-or-method-not-executed,0,122,0.00%,False,False,"logged, timed","def discover_resumable(
        self,
        opts: DiscoveryOptions,
        scan_run_id: Optional[str] = None,
        use_cache: bool = True
    ) -> Tuple[List[str], int, str]:
        """"""
        Traverse roots with checkpoint support for resumable scanning.

        Args:
            opts: Discovery options
            scan_run_id: Optional run_id to resume (None = new run)
            use_cache: Whether to use caching

        Returns:
            Tuple of (list of file paths, number of visited directories, run_id)
        """"""
        if not self.scan_checkpointer:
            log.warning(""No scan checkpointer available, falling back to regular discovery"")
            files, visited = self.discover(opts, use_cache)
            return files, visited, """"

        discovered_files: List[str] = []
        visited_dirs = 0
        progress_every = getattr(opts, ""progress_every"", 0)

        self.pattern_matcher.precompile_patterns(opts.excluded_globs)

        options_hash = self.cac... [truncated]"
src/workflows/ingestion/jobs/models.py,IngestionPhase,class,11,17,11-17,general purpose,investigate,file-not-in-coverage-json,0,7,0.00%,False,False,,"class IngestionPhase(Enum):
    """"""Ingestion processing phases.""""""
    EXTRACT = ""EXTRACT""
    CHUNK = ""CHUNK""
    EMBED = ""EMBED""
    UPSERT = ""UPSERT""
    FINALIZE = ""FINALIZE"""
src/workflows/ingestion/jobs/models.py,IngestionJobMessage,class,21,108,21-108,general purpose,investigate,file-not-in-coverage-json,0,88,0.00%,False,False,dataclass,"class IngestionJobMessage:
    """"""Represents an ingestion job message for RabbitMQ.
    
    This is the canonical contract that must be used by both Planner and Worker.
    """"""
    job_id: str
    phase: IngestionPhase
    run_id: str
    file_path: str
    fingerprint: str  # Hash of file content + metadata
    attempt: int = 0
    created_at: float = 0.0
    options: Optional[Dict[str, Any]] = None
    metadata: Optional[Dict[str, Any]] = None
    chunk_id: Optional[str] = None
    
    def __post_init__(self):
        """"""Set default values after initialization.""""""
        if self.created_at == 0.0:
            self.created_at = time.time()
    
    def to_dict(self) -> Dict[str, Any]:
        """"""Convert job to dictionary for serialization.""""""
        data = {
            ""job_id"": self.job_id,
            ""phase"": self.phase.value,
            ""run_id"": self.run_id,
            ""file_path"": self.file_path,
            ""fingerprint"": self.fingerprint,
            ""attempt"": self.att... [truncated]"
src/workflows/ingestion/jobs/models.py,IngestionJobMessage.__post_init__,method,37,40,37-40,initialization/setup,investigate,file-not-in-coverage-json,0,4,0.00%,False,True,,"def __post_init__(self):
        """"""Set default values after initialization.""""""
        if self.created_at == 0.0:
            self.created_at = time.time()"
src/workflows/ingestion/jobs/models.py,IngestionJobMessage.to_dict,method,42,63,42-63,general purpose,investigate,file-not-in-coverage-json,0,22,0.00%,False,False,,"def to_dict(self) -> Dict[str, Any]:
        """"""Convert job to dictionary for serialization.""""""
        data = {
            ""job_id"": self.job_id,
            ""phase"": self.phase.value,
            ""run_id"": self.run_id,
            ""file_path"": self.file_path,
            ""fingerprint"": self.fingerprint,
            ""attempt"": self.attempt,
            ""created_at"": self.created_at,
        }
        
        if self.chunk_id:
            data[""chunk_id""] = self.chunk_id
        
        if self.options:
            data[""options""] = json.dumps(self.options)
        
        if self.metadata:
            data[""metadata""] = json.dumps(self.metadata)
        
        return data"
src/workflows/ingestion/jobs/models.py,IngestionJobMessage.from_dict,method,66,82,66-82,general purpose,investigate,file-not-in-coverage-json,0,17,0.00%,False,False,classmethod,"def from_dict(cls, data: Dict[str, Any]) -> ""IngestionJobMessage"":
        """"""Create job from dictionary.""""""
        options = json.loads(data.get(""options"", ""{}"")) if data.get(""options"") else None
        metadata = json.loads(data.get(""metadata"", ""{}"")) if data.get(""metadata"") else None
        
        return cls(
            job_id=data[""job_id""],
            phase=IngestionPhase(data[""phase""]),
            run_id=data[""run_id""],
            file_path=data[""file_path""],
            fingerprint=data[""fingerprint""],
            chunk_id=data.get(""chunk_id""),
            attempt=int(data.get(""attempt"", 0)),
            options=options,
            created_at=float(data.get(""created_at"", 0.0)),
            metadata=metadata
        )"
src/workflows/ingestion/jobs/models.py,IngestionJobMessage.create,method,85,108,85-108,general purpose,investigate,file-not-in-coverage-json,0,24,0.00%,False,False,classmethod,"def create(
        cls,
        phase: IngestionPhase,
        run_id: str,
        file_path: str,
        fingerprint: str,
        options: Optional[Dict[str, Any]] = None,
        metadata: Optional[Dict[str, Any]] = None,
        chunk_id: Optional[str] = None
    ) -> ""IngestionJobMessage"":
        """"""Create a new job with generated ID.""""""
        job_id = f""job_{int(time.time())}_{uuid.uuid4().hex[:8]}""
        return cls(
            job_id=job_id,
            phase=phase,
            run_id=run_id,
            file_path=file_path,
            fingerprint=fingerprint,
            attempt=0,
            created_at=time.time(),
            options=options,
            metadata=metadata,
            chunk_id=chunk_id
        )"
src/workflows/ingestion/jobs/models.py,ProcessingDecision,class,112,132,112-132,data processing,investigate,file-not-in-coverage-json,0,21,0.00%,False,False,dataclass,"class ProcessingDecision:
    """"""Result of idempotence check.""""""
    should_process: bool
    reason: str
    skip: bool = False
    retry: bool = False
    
    @classmethod
    def skip_reason(cls, reason: str) -> ""ProcessingDecision"":
        """"""Create a skip decision.""""""
        return cls(should_process=False, reason=reason, skip=True)
    
    @classmethod
    def retry_reason(cls, reason: str) -> ""ProcessingDecision"":
        """"""Create a retry decision.""""""
        return cls(should_process=True, reason=reason, retry=True)
    
    @classmethod
    def process(cls, reason: str = ""new_job"") -> ""ProcessingDecision"":
        """"""Create a process decision.""""""
        return cls(should_process=True, reason=reason)"
src/workflows/ingestion/jobs/models.py,ProcessingDecision.skip_reason,method,120,122,120-122,data processing,investigate,file-not-in-coverage-json,0,3,0.00%,False,False,classmethod,"def skip_reason(cls, reason: str) -> ""ProcessingDecision"":
        """"""Create a skip decision.""""""
        return cls(should_process=False, reason=reason, skip=True)"
src/workflows/ingestion/jobs/models.py,ProcessingDecision.retry_reason,method,125,127,125-127,data processing,investigate,file-not-in-coverage-json,0,3,0.00%,False,False,classmethod,"def retry_reason(cls, reason: str) -> ""ProcessingDecision"":
        """"""Create a retry decision.""""""
        return cls(should_process=True, reason=reason, retry=True)"
src/workflows/ingestion/jobs/models.py,ProcessingDecision.process,method,130,132,130-132,data processing,investigate,file-not-in-coverage-json,0,3,0.00%,False,False,classmethod,"def process(cls, reason: str = ""new_job"") -> ""ProcessingDecision"":
        """"""Create a process decision.""""""
        return cls(should_process=True, reason=reason)"
src/workflows/ingestion/jobs/planner.py,PublishReport,class,17,23,17-23,general purpose,investigate,file-not-in-coverage-json,0,7,0.00%,False,False,dataclass,"class PublishReport:
    """"""Report of job publishing results.""""""
    total_jobs: int
    successful: int
    failed: int
    job_ids: List[str]
    phases: Dict[str, int]"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner,class,26,244,26-244,general purpose,investigate,file-not-in-coverage-json,0,219,0.00%,False,False,,"class IngestionPlanner:
    """"""Planner that creates jobs and publishes them to RabbitMQ.
    
    Follows specification: Planner decides WHAT to do, publishes to RabbitMQ, does NOT execute.
    """"""
    
    def __init__(self, state_repository: Optional[JobStateRepository] = None):
        """"""Initialize ingestion planner.
        
        Args:
            state_repository: Optional job state repository (creates new if not provided)
        """"""
        self.state_repository = state_repository or JobStateRepository()
        self.queue = None
    
    async def connect_queue(self) -> None:
        """"""Connect to RabbitMQ queue.""""""
        if not self.queue:
            self.queue = RabbitMQIngestQueue()
            await self.queue.connect()
    
    def calculate_fingerprint(self, file_path: str, size: int, mtime: float) -> str:
        """"""Calculate fingerprint for a file.
        
        Args:
            file_path: File path
            size: File size in bytes
            mtime: File... [truncated]"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner.__init__,method,32,39,32-39,initialization/setup,investigate,file-not-in-coverage-json,0,8,0.00%,False,True,,"def __init__(self, state_repository: Optional[JobStateRepository] = None):
        """"""Initialize ingestion planner.
        
        Args:
            state_repository: Optional job state repository (creates new if not provided)
        """"""
        self.state_repository = state_repository or JobStateRepository()
        self.queue = None"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner.connect_queue,method,41,45,41-45,general purpose,investigate,file-not-in-coverage-json,0,5,0.00%,True,False,,"async def connect_queue(self) -> None:
        """"""Connect to RabbitMQ queue.""""""
        if not self.queue:
            self.queue = RabbitMQIngestQueue()
            await self.queue.connect()"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner.calculate_fingerprint,method,47,61,47-61,calculation/computation,investigate,file-not-in-coverage-json,0,15,0.00%,False,False,,"def calculate_fingerprint(self, file_path: str, size: int, mtime: float) -> str:
        """"""Calculate fingerprint for a file.
        
        Args:
            file_path: File path
            size: File size in bytes
            mtime: File modification time
            
        Returns:
            Fingerprint string (hash of path + size + mtime)
        """"""
        # For now, use a simple hash of path + size + mtime
        # In production, you might want to include content hash
        content = f""{file_path}:{size}:{mtime}""
        return hashlib.sha256(content.encode()).hexdigest()[:16]"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner.plan_jobs,method,63,120,63-120,general purpose,investigate,file-not-in-coverage-json,0,58,0.00%,False,False,,"def plan_jobs(
        self,
        file_paths: List[str],
        run_id: str,
        options: Optional[Dict[str, Any]] = None
    ) -> List[IngestionJobMessage]:
        """"""Plan jobs for file paths.
        
        Args:
            file_paths: List of file paths to process
            run_id: Ingestion run identifier
            options: Optional processing options
            
        Returns:
            List of job messages to publish
        """"""
        jobs = []
        
        for file_path in file_paths:
            try:
                # Get file metadata
                stat = os.stat(file_path)
                size = stat.st_size
                mtime = stat.st_mtime
                
                # Calculate fingerprint
                fingerprint = self.calculate_fingerprint(file_path, size, mtime)
                
                # Update file metadata in SQLite
                self.state_repository.update_file_metadata(file_path, fingerprint, size, int(mtime))
  ... [truncated]"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner.publish_jobs,method,122,174,122-174,general purpose,investigate,file-not-in-coverage-json,0,53,0.00%,True,False,,"async def publish_jobs(self, jobs: List[IngestionJobMessage]) -> PublishReport:
        """"""Publish jobs to RabbitMQ.
        
        Args:
            jobs: List of job messages to publish
            
        Returns:
            PublishReport with results
        """"""
        await self.connect_queue()
        
        successful = 0
        failed = 0
        job_ids = []
        phases = {}
        
        for job in jobs:
            try:
                # Publish job to RabbitMQ
                job_id = await self.queue.enqueue_job(
                    phase=job.phase,
                    run_id=job.run_id,
                    file_path=job.file_path,
                    chunk_id=job.chunk_id,
                    options=job.options,
                    metadata=job.metadata
                )
                
                successful += 1
                job_ids.append(job_id)
                
                # Track phases
                phase_name = job.phase.value
        ... [truncated]"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner.plan_and_publish,method,176,211,176-211,general purpose,investigate,file-not-in-coverage-json,0,36,0.00%,True,False,,"async def plan_and_publish(
        self,
        file_paths: List[str],
        run_id: str,
        options: Optional[Dict[str, Any]] = None
    ) -> PublishReport:
        """"""Plan and publish jobs in one operation.
        
        Args:
            file_paths: List of file paths to process
            run_id: Ingestion run identifier
            options: Optional processing options
            
        Returns:
            PublishReport with results
        """"""
        # Create run record in SQLite
        self.state_repository.create_run(run_id)
        
        # Plan jobs
        jobs = self.plan_jobs(file_paths, run_id, options)
        
        if not jobs:
            log.warning(""No jobs planned for run %s"", run_id)
            return PublishReport(
                total_jobs=0,
                successful=0,
                failed=0,
                job_ids=[],
                phases={}
            )
        
        # Publish jobs
        report = await self.publish_jobs(jo... [truncated]"
src/workflows/ingestion/jobs/planner.py,IngestionPlanner.get_file_status,method,213,244,213-244,data retrieval,investigate,file-not-in-coverage-json,0,32,0.00%,False,False,,"def get_file_status(self, file_path: str) -> Optional[Dict[str, Any]]:
        """"""Get status of a file across all phases.
        
        Args:
            file_path: File path
            
        Returns:
            Dictionary with file status or None if not found
        """"""
        # Get latest fingerprint
        metadata = self.state_repository.get_file_metadata(file_path)
        if not metadata:
            return None
        
        fingerprint = metadata[""fingerprint""]
        
        # Get status for each phase
        status_by_phase = {}
        for phase in IngestionPhase:
            status = self.state_repository.get_status(file_path, phase.value, fingerprint)
            if status:
                status_by_phase[phase.value] = status
        
        if not status_by_phase:
            return None
        
        return {
            ""file_path"": file_path,
            ""fingerprint"": fingerprint,
            ""metadata"": metadata,
            ""phases"": status_by_... [truncated]"
src/workflows/ingestion/jobs/worker.py,IngestionWorker,class,16,233,16-233,general purpose,investigate,file-not-in-coverage-json,0,218,0.00%,False,False,,"class IngestionWorker:
    """"""Worker that consumes jobs from RabbitMQ and executes them.
    
    Follows specification: Worker consumes, checks SQLite, executes, updates SQLite, ACKs.
    """"""
    
    def __init__(
        self,
        worker_name: Optional[str] = None,
        state_repository: Optional[JobStateRepository] = None,
        max_retries: int = 3
    ):
        """"""Initialize ingestion worker.
        
        Args:
            worker_name: Unique worker identifier (defaults to hostname_pid)
            state_repository: Optional job state repository
            max_retries: Maximum retry attempts
        """"""
        self.worker_name = worker_name or self._generate_worker_name()
        self.state_repository = state_repository or JobStateRepository()
        self.queue = None
        self.max_retries = max_retries
        self.running = False
        
        log.info(""IngestionWorker initialized: %s"", self.worker_name)
    
    def _generate_worker_name(self) -> str:
  ... [truncated]"
src/workflows/ingestion/jobs/worker.py,IngestionWorker.__init__,method,22,41,22-41,initialization/setup,investigate,file-not-in-coverage-json,0,20,0.00%,False,True,,"def __init__(
        self,
        worker_name: Optional[str] = None,
        state_repository: Optional[JobStateRepository] = None,
        max_retries: int = 3
    ):
        """"""Initialize ingestion worker.
        
        Args:
            worker_name: Unique worker identifier (defaults to hostname_pid)
            state_repository: Optional job state repository
            max_retries: Maximum retry attempts
        """"""
        self.worker_name = worker_name or self._generate_worker_name()
        self.state_repository = state_repository or JobStateRepository()
        self.queue = None
        self.max_retries = max_retries
        self.running = False
        
        log.info(""IngestionWorker initialized: %s"", self.worker_name)"
src/workflows/ingestion/jobs/worker.py,IngestionWorker._generate_worker_name,method,43,47,43-47,general purpose,investigate,file-not-in-coverage-json,0,5,0.00%,False,False,,"def _generate_worker_name(self) -> str:
        """"""Generate unique worker name.""""""
        hostname = socket.gethostname()
        pid = os.getpid()
        return f""{hostname}_{pid}"""
src/workflows/ingestion/jobs/worker.py,IngestionWorker.connect_queue,method,49,53,49-53,general purpose,investigate,file-not-in-coverage-json,0,5,0.00%,True,False,,"async def connect_queue(self) -> None:
        """"""Connect to RabbitMQ queue.""""""
        if not self.queue:
            self.queue = RabbitMQIngestQueue(max_retries=self.max_retries)
            await self.queue.connect()"
src/workflows/ingestion/jobs/worker.py,IngestionWorker.process_job,method,55,129,55-129,data processing,investigate,file-not-in-coverage-json,0,75,0.00%,True,False,,"async def process_job(self, job: IngestionJobMessage) -> Dict[str, Any]:
        """"""Process a single job according to specification FASE D.
        
        Implements the exact algorithm:
        1. Check idempotence in SQLite
        2. Execute if needed
        3. Update SQLite
        4. Return result
        
        Args:
            job: Job to process
            
        Returns:
            Dictionary with processing result
        """"""
        log.debug(""Worker %s processing job %s (phase=%s, file=%s)"",
                 self.worker_name, job.job_id, job.phase.value, job.file_path)
        
        # Step 1: Check idempotency
        decision = self.state_repository.try_claim(job)
        
        if decision.skip:
            log.debug(""Skipping job %s: %s"", job.job_id, decision.reason)
            return {
                ""success"": True,
                ""skipped"": True,
                ""reason"": decision.reason,
                ""job_id"": job.job_id
            }
        
  ... [truncated]"
src/workflows/ingestion/jobs/worker.py,IngestionWorker._execute_phase,method,131,162,131-162,general purpose,investigate,file-not-in-coverage-json,0,32,0.00%,True,False,,"async def _execute_phase(self, job: IngestionJobMessage) -> Dict[str, Any]:
        """"""Execute the actual work for a job phase.
        
        This is a placeholder implementation. In a real system, this would:
        - For EXTRACT: Load and convert document to text
        - For CHUNK: Split text into chunks
        - For EMBED: Generate embeddings
        - For UPSERT: Insert into vector store
        
        Args:
            job: Job to execute
            
        Returns:
            Dictionary with execution result
        """"""
        # TODO: Implement actual phase execution
        # This should integrate with your existing pipeline components
        
        log.info(""Executing phase %s for file %s"", job.phase.value, job.file_path)
        
        # Simulate work
        await asyncio.sleep(0.1)
        
        # Return success for now
        return {
            ""success"": True,
            ""metrics"": {
                ""phase"": job.phase.value,
                ""file"":... [truncated]"
src/workflows/ingestion/jobs/worker.py,IngestionWorker._job_callback,method,164,177,164-177,general purpose,investigate,file-not-in-coverage-json,0,14,0.00%,True,False,,"async def _job_callback(self, job: IngestionJobMessage, gate_result: Dict[str, Any]) -> Dict[str, Any]:
        """"""Callback for RabbitMQ queue processing.
        
        This adapts the RabbitMQIngestQueue callback interface to our process_job method.
        
        Args:
            job: Job from RabbitMQ
            gate_result: Idempotence gate result from queue
            
        Returns:
            Dictionary with processing result
        """"""
        # We already handle idempotence in process_job, so ignore gate_result
        return await self.process_job(job)"
src/workflows/ingestion/jobs/worker.py,IngestionWorker.run,method,179,216,179-216,general purpose,investigate,file-not-in-coverage-json,0,38,0.00%,True,False,,"async def run(
        self,
        concurrency: int = 4,
        prefetch: int = 10
    ) -> None:
        """"""Start consuming and processing jobs.
        
        Args:
            concurrency: Number of concurrent workers
            prefetch: Prefetch count for RabbitMQ
        """"""
        await self.connect_queue()
        
        self.running = True
        log.info(""Worker %s started with concurrency=%d, prefetch=%d"",
                 self.worker_name, concurrency, prefetch)
        
        try:
            # Start processing jobs from RabbitMQ
            await self.queue.process_jobs(
                worker_name=self.worker_name,
                callback=self._job_callback,
                batch_size=concurrency
            )
            
        except asyncio.CancelledError:
            log.info(""Worker %s cancelled"", self.worker_name)
            self.running = False
            raise
            
        except Exception as e:
            log.error(""Worker %s stopped wi... [truncated]"
src/workflows/ingestion/jobs/worker.py,IngestionWorker.stop,method,218,221,218-221,general purpose,investigate,file-not-in-coverage-json,0,4,0.00%,True,False,,"async def stop(self) -> None:
        """"""Stop the worker.""""""
        self.running = False
        log.info(""Worker %s stopping..."", self.worker_name)"
src/workflows/ingestion/jobs/worker.py,IngestionWorker.get_status,method,223,233,223-233,data retrieval,investigate,file-not-in-coverage-json,0,11,0.00%,False,False,,"def get_status(self) -> Dict[str, Any]:
        """"""Get worker status.
        
        Returns:
            Dictionary with worker status
        """"""
        return {
            ""worker_name"": self.worker_name,
            ""running"": self.running,
            ""max_retries"": self.max_retries
        }"
src/workflows/ingestion/jobs/worker.py,start_worker_cluster,function,236,284,236-284,general purpose,investigate,file-not-in-coverage-json,0,49,0.00%,True,False,,"async def start_worker_cluster(
    worker_count: int = 1,
    concurrency_per_worker: int = 4,
    max_retries: int = 3
) -> None:
    """"""Start a cluster of ingestion workers.
    
    Args:
        worker_count: Number of workers to start
        concurrency_per_worker: Concurrency per worker
        max_retries: Maximum retry attempts
    """"""
    workers = []
    
    log.info(""Starting worker cluster with %d workers"", worker_count)
    
    try:
        # Create and start workers
        for i in range(worker_count):
            worker = IngestionWorker(
                worker_name=f""worker_{i+1}"",
                max_retries=max_retries
            )
            workers.append(worker)
        
        # Start all workers
        tasks = [
            asyncio.create_task(worker.run(concurrency=concurrency_per_worker))
            for worker in workers
        ]
        
        # Wait for all workers to complete (they shouldn't unless there's an error)
        await asyncio.gather(... [truncated]"
src/workflows/ingestion/loaders/csharp_loader.py,CSharpCodeStructure,class,9,55,9-55,general purpose,investigate,class-not-instantiated-or-not-executed,0,47,0.00%,False,False,,"class CSharpCodeStructure:
    """"""Represent the structure of a C# source file.""""""

    _METHOD_PATTERN = re.compile(
        r""""""
        ^\s*
        (?:public|private|protected|internal)?\s*
        (?:static\s+)?(?:async\s+)?(?:partial\s+)?      # modifiers
        [\w\<\>\[\]]+\s+                                # return type
        [a-zA-Z_]\w*\s*\([^;]*\)\s*
        (?:\{|=>)?$
        """""",
        re.VERBOSE,
    )

    def __init__(self, path: str):
        self.path = path

    def load_structure_summary(self) -> str:
        """"""
        Load the structure of a C# file.

        Returns:
            str: Summary of key declarations.
        """"""
        ensure_file_exists(self.path)
        try:
            result = read_text_with_fallbacks(self.path)
        except ValueError as exc:
            raise LoaderUnreadableTextError(self.path, str(exc)) from exc
        except UnicodeDecodeError as exc:
            raise LoaderUnreadableTextError(self.path, str(exc)) from exc

     ... [truncated]"
src/workflows/ingestion/loaders/csharp_loader.py,CSharpCodeStructure.__init__,method,24,25,24-25,initialization/setup,investigate,"dunder, function-or-method-not-executed",0,2,0.00%,False,True,,"def __init__(self, path: str):
        self.path = path"
src/workflows/ingestion/loaders/csharp_loader.py,CSharpCodeStructure.load_structure_summary,method,27,55,27-55,general purpose,consider_delete,function-or-method-not-executed,0,29,0.00%,False,False,,"def load_structure_summary(self) -> str:
        """"""
        Load the structure of a C# file.

        Returns:
            str: Summary of key declarations.
        """"""
        ensure_file_exists(self.path)
        try:
            result = read_text_with_fallbacks(self.path)
        except ValueError as exc:
            raise LoaderUnreadableTextError(self.path, str(exc)) from exc
        except UnicodeDecodeError as exc:
            raise LoaderUnreadableTextError(self.path, str(exc)) from exc

        out: list[str] = []
        for i, line in enumerate(result.text.splitlines(), start=1):
            stripped = line.strip()
            if not stripped or stripped.startswith(""//""):
                continue

            if stripped.startswith((""class "", ""interface "", ""struct "", ""record "")):
                out.append(f""Line {i}: {stripped}"")
            elif stripped.startswith(""namespace ""):
                out.append(f""Line {i}: {stripped}"")
            elif self._METHOD_PATTERN.ma... [truncated]"
src/workflows/ingestion/loaders/csv_loader.py,CSVLoader,class,14,61,14-61,general purpose,investigate,class-not-instantiated-or-not-executed,0,48,0.00%,False,False,,"class CSVLoader:
    """"""CSV document loader with row limit to prevent memory issues.""""""

    # Maximum rows to load from a CSV file (prevents OOM on huge CSVs)
    MAX_ROWS = 50000
    # Maximum file size in bytes (150 MB) before applying stricter limits
    MAX_FILE_SIZE_BYTES = 150 * 1024 * 1024

    def __init__(self, path: str):
        self._path = path
        # Specify UTF-8 encoding explicitly for multilingual support
        self.loader = _Loader(file_path=path, encoding='utf-8')

    def load(self) -> List[Document]:
        """"""
        Load CSV documents with row limit protection.

        For very large CSV files (>150MB), applies a row limit to prevent
        memory exhaustion. Each row becomes a separate Document, so a CSV
        with millions of rows would create millions of Document objects.

        Returns:
            List[Document]: Loaded documents (limited to MAX_ROWS if needed).
        """"""
        # Check file size
        file_size = os.path.getsize(self._pat... [truncated]"
src/workflows/ingestion/loaders/csv_loader.py,CSVLoader.__init__,method,22,25,22-25,initialization/setup,investigate,"dunder, function-or-method-not-executed",0,4,0.00%,False,True,,"def __init__(self, path: str):
        self._path = path
        # Specify UTF-8 encoding explicitly for multilingual support
        self.loader = _Loader(file_path=path, encoding='utf-8')"
src/workflows/ingestion/loaders/csv_loader.py,CSVLoader.load,method,27,61,27-61,general purpose,consider_delete,function-or-method-not-executed,0,35,0.00%,False,False,,"def load(self) -> List[Document]:
        """"""
        Load CSV documents with row limit protection.

        For very large CSV files (>150MB), applies a row limit to prevent
        memory exhaustion. Each row becomes a separate Document, so a CSV
        with millions of rows would create millions of Document objects.

        Returns:
            List[Document]: Loaded documents (limited to MAX_ROWS if needed).
        """"""
        # Check file size
        file_size = os.path.getsize(self._path)

        if file_size > self.MAX_FILE_SIZE_BYTES:
            log.warning(
                ""Large CSV detected: %s (%.1f MB). This may take a while or hit row limits."",
                os.path.basename(self._path),
                file_size / (1024 * 1024)
            )

        # Load documents
        documents = self.loader.load()

        # Apply row limit if exceeded
        if len(documents) > self.MAX_ROWS:
            log.warning(
                ""CSV truncated from %d to %d rows to ... [truncated]"
src/workflows/ingestion/loaders/c_loader.py,CCodeStructure,class,9,58,9-58,general purpose,investigate,class-not-instantiated-or-not-executed,0,50,0.00%,False,False,,"class CCodeStructure:
    """"""Represent structure of a C/C++ source file.""""""

    _FUNCTION_PATTERN = re.compile(
        r""""""
        ^\s*                                  # leading whitespace
        (?:[a-zA-Z_][\w\s\*\d]*\s+)?          # optional return type tokens
        [a-zA-Z_]\w*                          # function name
        \s*\([^;]*\)\s*                       # parameters (ignore prototypes with ;)
        (?:\{|$)                              # brace or newline
        """""",
        re.VERBOSE,
    )

    def __init__(self, path: str):
        self.path = path

    def load_structure_summary(self) -> str:
        """"""
        Load the structure of a C/C++ file by capturing high-level declarations.

        Returns:
            str: Summary of notable declarations.
        """"""
        ensure_file_exists(self.path)
        try:
            result = read_text_with_fallbacks(self.path)
        except ValueError as exc:
            raise LoaderUnreadableTextError(self.path, st... [truncated]"
src/workflows/ingestion/loaders/c_loader.py,CCodeStructure.__init__,method,23,24,23-24,initialization/setup,investigate,"dunder, function-or-method-not-executed",0,2,0.00%,False,True,,"def __init__(self, path: str):
        self.path = path"
src/workflows/ingestion/loaders/c_loader.py,CCodeStructure.load_structure_summary,method,26,52,26-52,general purpose,consider_delete,function-or-method-not-executed,0,27,0.00%,False,False,,"def load_structure_summary(self) -> str:
        """"""
        Load the structure of a C/C++ file by capturing high-level declarations.

        Returns:
            str: Summary of notable declarations.
        """"""
        ensure_file_exists(self.path)
        try:
            result = read_text_with_fallbacks(self.path)
        except ValueError as exc:
            raise LoaderUnreadableTextError(self.path, str(exc)) from exc
        except UnicodeDecodeError as exc:
            raise LoaderUnreadableTextError(self.path, str(exc)) from exc

        out: list[str] = []
        for i, line in enumerate(result.text.splitlines(), start=1):
            stripped = line.strip()
            if not stripped or stripped.startswith(""//"") or stripped.startswith(""/*""):
                continue

            if self._is_function_signature(stripped):
                out.append(f""Line {i}: {stripped}"")
            elif stripped.startswith((""struct "", ""enum "", ""class "", ""typedef "")):
                out... [truncated]"
src/workflows/ingestion/loaders/c_loader.py,CCodeStructure._is_function_signature,method,54,58,54-58,general purpose,consider_delete,function-or-method-not-executed,0,5,0.00%,False,False,,"def _is_function_signature(self, line: str) -> bool:
        """"""Heuristically detect function signatures while skipping prototypes.""""""
        if line.endswith("";""):
            return False  # likely a prototype or declaration
        return bool(self._FUNCTION_PATTERN.match(line))"
src/workflows/ingestion/loaders/docx_loader.py,DocxLoader,class,16,124,16-124,general purpose,investigate,class-not-instantiated-or-not-executed,0,109,0.00%,False,False,,"class DocxLoader:
    """"""Docx document loader.""""""

    def __init__(self, path: str):
        self._path = path
        self._office_client = OfficeToolClient()

    def load(self) -> List[Document]:
        """"""
        Load docx documents.

        Returns:
            List[Document]: Loaded documents.
        """"""
        ensure_file_exists(self._path)
        return self._python_docx_loader()

    def _python_docx_loader(self) -> List[Document]:
        """"""Loader that relies on python-docx.""""""
        try:
            doc = DocxDocument(self._path)
        except (PackageNotFoundError, BadZipFile) as exc:
            return self._unstructured_loader(exc)

        lines: List[str] = []

        def _append(text: str) -> None:
            stripped = text.strip()
            if stripped:
                lines.append(stripped)

        for paragraph in doc.paragraphs:
            _append(paragraph.text)

        for table in doc.tables:
            for row in table.rows:
                ... [truncated]"
src/workflows/ingestion/loaders/docx_loader.py,DocxLoader.__init__,method,19,21,19-21,initialization/setup,investigate,"dunder, function-or-method-not-executed",0,3,0.00%,False,True,,"def __init__(self, path: str):
        self._path = path
        self._office_client = OfficeToolClient()"
